planet_name,planet_alternate_name,planet_name_key,type,planetary_body_type,type_body,star_system,level,gravity,temperature,atmosphere,magnetosphere,water,planet_resources,planet_resources_count,fauna,flora,biomes_cleaned,biomes_simple,traits_cleaned,criteria_match,water_simple,temperature_intensity,pressure_intensity,atmosphere_intensity,gravity_intensity,resources_matched,bodytype_for_predictor_algorithm,temp_for_predictor_algorithm,atmotype_for_predictor_algorithm,mag_for_predictor_algorithm,water_for_predictor_algorithm,predicted_fauna,predicted_flora,fauna_result,flora_result,planet_resources_inorganics,planet_resources_organics,planet_animal_farm_resources,planet_plant_farm_resources,planet_inorganic_resources_count,planet_organic_resources_count,planet_animal_farm_resources_count,planet_plant_farm_resources_count,o2,temperature degree reading,condition,ok for 0 hab skill,temperature_atmosphere,type_body_magnetosphere,predict_irradiation
Pyraas VII-b,,PyraasVIIb,Rock,Moon,Rock Moon,Pyraas,70,0.45,Temperate,Std N2,Weak,Biological,"Ar,Cc,Cl,H2O,Li,Se,SiH3Cl",7,None,Primordial (2),"Ocean,Polar-Ice,Wetlands","Ocean,Ice,Wetlands",Unknown,83.3%,Yes,0,0,0,0,Se,4,0.0089,2,3,5,2,0,0,2,"Ar,Cl,H2O,Li,SiH3Cl","Cc,Se","Cc,Se",,5,2,2,0,0%,9,Solar Radiation,Yes,Temperate Std N2,Rock Moon Weak,0
Pyraas VIII,,PyraasVIII,Gas giant,Planet,Gas giant Planet,Pyraas,70,6.89,Deep freeze,H2,Massive,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,4,,2,0.5022,3,8,1,-2,-2,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Massive,0
Pyraas VIII-a,,PyraasVIIIa,Rock,Moon,Rock Moon,Pyraas,70,0.51,Deep freeze,Thin CO2,Very weak,Biological,"Al,Cl,Fe,H2O,He-3,Ni,Pb,Sd,Se,SiH3Cl",10,Primordial (2),None,"Desert-Rocky,Desert-Sandy,Mountains,Ocean,Volcanic","Desert,Mountains,Ocean,Volcanic",Unknown,58.3%,Yes,1,0,0,0,"Al,Fe,Se",4,0.5022,4,2,5,2,0,2,0,"Al,Cl,Fe,H2O,He-3,Ni,Pb,SiH3Cl","Se,Sd",Se,Sd,8,2,1,1,0%,-214,"Ambient Cold, Solar Radiation",No,Deep freeze Thin CO2,Rock Moon Very weak,0
Pyraas VIII-b,,PyraasVIIIb,Barren,Moon,Barren Moon,Pyraas,70,0.32,Deep freeze,None,None,None,"Al,He-3,Nd",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,0.5022,1,1,1,-3,-3,0*,0*,"Al,He-3,Nd",,,,3,0,0,0,,,,,Deep freeze None,Barren Moon None,0
Pyraas VIII-c,,PyraasVIIIc,Ice,Moon,Ice Moon,Pyraas,70,0.09,Deep freeze,None,None,Chemical,"Au,Cu,H2O",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Au,Cu,H2O",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Pyraas VIII-d,,PyraasVIIId,Ice,Moon,Ice Moon,Pyraas,70,0.33,Deep freeze,None,None,Safe,"Cu,H2O",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Cu,H2O",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Rana I,,RanaI,Rock,Planet,Rock Planet,Rana,65,0.81,Inferno,Std CO2,Powerful,None,"Fe,HnCn,Pb,Ta,Ti,U,V,W",8,None,None,"Desert-Rocky,Hills,Mountains","Desert,Hills,Mountains",Unknown,58.3%,No,1,0,0,0,Fe,4,1.0000,4,7,1,-3,-3,0,0,"Fe,HnCn,Pb,Ta,Ti,U,V,W",,,,8,0,0,0,0%,312,"Ambient Heat, Rain",No,Inferno Std CO2,Rock Planet Powerful,0
Rana I-a,,RanaIa,Barren,Moon,Barren Moon,Rana,65,0.20,Inferno,None,None,None,"Al,He-3",2,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,1.0000,1,1,1,-3,-3,0*,0*,"Al,He-3",,,,2,0,0,0,,,,,Inferno None,Barren Moon None,1
Rana I-b,,RanaIb,Barren,Moon,Barren Moon,Rana,65,0.33,Inferno,None,None,None,"Fe,He-3",2,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Fe,3,1.0000,1,1,1,-3,-3,0*,0*,"Fe,He-3",,,,2,0,0,0,,,,,Inferno None,Barren Moon None,1
Rana I-c,,RanaIc,Barren,Moon,Barren Moon,Rana,65,0.17,Inferno,None,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,1.0000,1,1,1,-3,-3,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Inferno None,Barren Moon None,1
Rana II,,RanaII,Rock,Planet,Rock Planet,Rana,65,1.42,Inferno,Extr CO2,Very strong,None,"Ag,Cl,Pb,U",4,Unknown,Unknown,"Desert-Sandy,Hills,Mountains,SavannahBarren","Desert,Hills,Mountains,Savanna",Unknown,50.0%,No,1,2,0,0,,4,1.0000,4,6,1,-3,-3,0*,0*,"Ag,Cl,Pb,U",,,,4,0,0,0,,,,,Inferno Extr CO2,Rock Planet Very strong,0
Rana II-a,,RanaIIa,Barren,Moon,Barren Moon,Rana,65,0.18,Temperate,None,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,66.7%,No,0,0,0,0,Al,3,0.0089,1,1,1,-3,-3,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Temperate None,Barren Moon None,0
Rana III,,RanaIII,Rock,Planet,Rock Planet,Rana,65,1.65,Temperate,High O2,Very strong,Chemical,"AA,Al,Am,An,Ar,C6Hn,H2O,MA,Me,Ni,Nu,OM,Pb,Pi,Pt,Se,SM,Tx,W",19,Moderate (10),Moderate (5),"Archipelago,Desert-Sandy,Hills,Ocean,Polar-Ice,SavannahBarren","Desert,Hills,Ocean,Ice,Savanna",Unknown,75.0%,Yes,0,0,0,0,"Al,Pi,Se",4,0.0089,6,6,3,2,1,10,5,"Al,Ar,C6Hn,H2O,Ni,Pb,Pt,W","AA,An,Am,Me,MA,Nu,OM,Pi,Se,SM,Tx","An,Me,OM,Pi,Tx","AA,Am,MA,Nu,Se,SM",8,11,5,6,,,,,Temperate High O2,Rock Planet Very strong,0
Rana III-a,,RanaIIIa,Barren,Moon,Barren Moon,Rana,65,0.11,Temperate,None,None,None,"Fe,He-3,Yb",3,Unknown,Unknown,Cratered,Craters,Unknown,66.7%,No,0,0,0,0,Fe,3,0.0089,1,1,1,-3,-3,0*,0*,"Fe,He-3,Yb",,,,3,0,0,0,,,,,Temperate None,Barren Moon None,0
Rana IV,,RanaIV,Rock,Planet,Rock Planet,Rana,65,1.17,Cold,Std O2,Very strong,Chemical,"Ag,Ar,C6Hn,Cl,H2O,Hy,MA,Nu,Pb,SM",10,Unknown,Unknown,"Forest,Mountains,Ocean,Polar-Ice","Forest,Mountains,Ocean,Ice",Unknown,75.0%,Yes,0,0,0,0,,4,0.0000,6,6,3,3,1,3*,1*,"Ag,Ar,C6Hn,Cl,H2O,Pb","Hy,MA,Nu,SM","Hy,MA,Nu,SM",,6,4,4,0,,,,,Cold Std O2,Rock Planet Very strong,0
Rana IX,,RanaIX,Ice giant,Planet,Ice giant Planet,Rana,65,0.85,Deep freeze,H2,Weak,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,0,,2,0.5022,3,3,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Ice giant Planet Weak,0
Rana IX-a,,RanaIXa,Ice,Moon,Ice Moon,Rana,65,0.24,Deep freeze,None,None,Safe,"Cl,H2O",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Cl,H2O",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Rana IX-b,,RanaIXb,Ice,Moon,Ice Moon,Rana,65,0.07,Deep freeze,None,None,Safe,"Cu,H2O",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Cu,H2O",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Rana V,,RanaV,Rock,Planet,Rock Planet,Rana,65,1.15,Frozen,Std M,Average,Safe,"Ar,Cu,F,H2O,Pb,Ti,W",7,Unknown,Unknown,"Desert-Rocky,Mountains,Polar-Ice,SavannahBarren","Desert,Mountains,Ice,Savanna",Unknown,58.3%,Yes,0,0,0,0,,4,0.2787,5,4,6,6,3,6*,3*,"Ar,Cu,F,H2O,Pb,Ti,W",,,,7,0,0,0,,,,,Frozen Std M,Rock Planet Average,0
Rana V-a,,RanaVa,Barren,Moon,Barren Moon,Rana,65,0.09,Frozen,None,None,None,"Al,Be,He-3,Nd",4,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Al,3,0.2787,1,1,1,-3,-3,0*,0*,"Al,Be,He-3,Nd",,,,4,0,0,0,,,,,Frozen None,Barren Moon None,0
Rana VI,,RanaVI,Gas giant,Planet,Gas giant Planet,Rana,65,5.86,Deep freeze,H2,Massive,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,4,,2,0.5022,3,8,1,-2,-2,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Massive,0
Rana VI-a,,RanaVIa,Rock,Moon,Rock Moon,Rana,65,0.48,Cold,Thin M,Average,Biological,"Al,An,Be,Cc,Cl,H2O,Nu,Se,Tx",9,Marginal (4),Marginal (4),"Archipelago,Ocean","Ocean,Swamp",Unknown,58.3%,Yes,0,0,0,0,"Al,Se",4,0.0000,5,4,5,5,2,4,4,"Al,Be,Cl,H2O","An,Cc,Nu,Se,Tx","An,Nu","Cc,Se,Tx",4,5,2,3,0%,-4,Corrosive,No,Cold Thin M,Rock Moon Average,0
Rana VI-b,,RanaVIb,Rock,Moon,Rock Moon,Rana,65,0.42,Deep freeze,Thin CO2,None,Chemical,"Cl,Fe,H2O,HnCn,Li,Ni,SiH3Cl,U",8,None,None,"Desert-Rocky,Hills,Mountains,Polar-Ice","Desert,Hills,Mountains,Ice",Unknown,66.7%,Yes,1,0,0,0,Fe,4,0.5022,4,1,3,-1,-1,0,0,"Cl,Fe,H2O,HnCn,Li,Ni,SiH3Cl,U",,,,8,0,0,0,0%,-153,"Ambient Cold, Solar Radiation",No,Deep freeze Thin CO2,Rock Moon None,0
Rana VI-c,,RanaVIc,Ice,Moon,Ice Moon,Rana,65,0.05,Deep freeze,None,None,Chemical,"H2O,Ni,Pd",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"H2O,Ni,Pd",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Rana VI-d,,RanaVId,Rock,Moon,Rock Moon,Rana,65,0.43,Deep freeze,Std CO2,None,Safe,"Ag,Cu,F,H2O,Pb,U",6,None,None,"Mountains,Ocean,Polar-Ice,SavannahBarren","Mountains,Ocean,Ice,Savanna",Unknown,66.7%,Yes,1,0,0,0,,4,0.5022,4,1,6,3,0,0,0,"Ag,Cu,F,H2O,Pb,U",,,,6,0,0,0,0%,-152,"Ambient Cold, Solar Radiation",No,Deep freeze Std CO2,Rock Moon None,0
Rana VI-e,,RanaVIe,Ice,Moon,Ice Moon,Rana,65,0.07,Deep freeze,None,None,Safe,"H2O,Ni",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"H2O,Ni",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Rana VII,,RanaVII,Gas giant,Planet,Gas giant Planet,Rana,65,1.87,Deep freeze,H2,Strong,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,0,,2,0.5022,3,5,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Strong,0
Rana VII-a,,RanaVIIa,Ice,Moon,Ice Moon,Rana,65,0.15,Deep freeze,None,None,Chemical,"Ar,C6Hn,H2O",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Ar,C6Hn,H2O",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Rana VII-b,,RanaVIIb,Ice,Moon,Ice Moon,Rana,65,0.19,Deep freeze,None,None,Chemical,"Ar,H2O,Ne",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Ar,H2O,Ne",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Rana VIII,,RanaVIII,Ice,Planet,Ice Planet,Rana,65,0.11,Deep freeze,None,None,Chemical,"Cu,F,H2O,IL,xF4",5,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Cu,F,H2O,IL,xF4",,,,5,0,0,0,,,,,Deep freeze None,Ice Planet None,0
Rasalhague I,,RasalhagueI,Rock,Planet,Rock Planet,Rasalhague,40,1.19,Inferno,Std CO2,Average,None,"Fe,HnCn,U,Yb",4,None,None,"Desert-Rocky,Mountains,Volcanic","Desert,Mountains,Volcanic",Unknown,58.3%,No,1,0,0,0,Fe,4,1.0000,4,4,1,-3,-3,0,0,"Fe,HnCn,U,Yb",,,,4,0,0,0,,,,,Inferno Std CO2,Rock Planet Average,0
Rasalhague I-a,,RasalhagueIa,Barren,Moon,Barren Moon,Rasalhague,40,0.11,Inferno,None,None,None,"Al,Be,He-3",3,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Al,3,1.0000,1,1,1,-3,-3,0,0,"Al,Be,He-3",,,,3,0,0,0,,,,,Inferno None,Barren Moon None,1
Rasalhague II,,RasalhagueII,Rock,Planet,Rock Planet,Rasalhague,40,1.09,Temperate,High O2,Very strong,Chemical,"Cc,Cl,Co,Cs,Cu,Fe,Fi,H2O,MA,Ni,Nu,Se,SM",13,Marginal (3),Marginal (3),"Desert-Rocky,Forest,Mountains,Ocean,Polar-Ice,SavannahBarren","Desert,Forest,Mountains,Ocean,Ice,Savanna",Unknown,91.7%,Yes,0,0,0,0,"Fe,Se",4,0.0089,6,6,3,2,1,3,3,"Cl,Co,Cs,Cu,Fe,H2O,Ni","Cc,Fi,MA,Nu,Se,SM","Cc,Fi,Nu,Se","MA,SM",7,6,4,2,,,,,Temperate High O2,Rock Planet Very strong,0
Rasalhague III,,RasalhagueIII,Gas giant,Planet,Gas giant Planet,Rasalhague,40,1.96,Cold,H2,Strong,None,,0,None,None,Ocean,Ocean,Unknown,58.3%,No,0,0,0,0,,2,0.0000,3,5,1,-1,-1,0,0,,,,,0,0,0,0,,,,,Cold H2,Gas giant Planet Strong,0
Rasalhague III-a,Rasalhague IV-a,RasalhagueIIIa,Ice,Moon,Ice Moon,Rasalhague,40,0.17,Cold,None,None,Safe,"Cu,F,H2O",3,None,None,Polar-Ice,Ice,Unknown,66.7%,Yes,0,0,0,0,,3,0.0000,1,1,6,3,1,0,0,"Cu,F,H2O",,,,3,0,0,0,,,,,Cold None,Ice Moon None,0
Rasalhague III-b,Rasalhague IV-b,RasalhagueIIIb,Ice,Moon,Ice Moon,Rasalhague,40,0.05,Cold,None,None,Safe,"Au,Cu,F,H2O",4,None,None,Polar-Ice,Ice,Unknown,66.7%,Yes,0,0,0,0,,3,0.0000,1,1,6,3,1,0,0,"Au,Cu,F,H2O",,,,4,0,0,0,,,,,Cold None,Ice Moon None,0
Rasalhague IV,,RasalhagueIV,Barren,Planet,Barren Planet,Rasalhague,40,0.78,Deep freeze,None,Average,None,"Fe,He-3",2,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Fe,3,0.5022,1,4,1,-4,-3,0,0,"Fe,He-3",,,,2,0,0,0,,,,,Deep freeze None,Barren Planet Average,0
Rivera I,,RiveraI,Rock,Planet,Rock Planet,Rivera,35,1.81,Cold,Extr M,Weak,Heavy metal,"Am,An,Ar,C6Hn,Co,H2O,Lu,MA,Ni,Nu,OM,Pb,Pi,Pt,Se,SM,Sp,Tx,U",19,Moderate (6),Moderate (6),"Archipelago,Desert-Rocky,Forest,Hills,Mountains,Ocean,Polar-Ice","Desert,Forest,Hills,Mountains,Ocean,Ice",Unknown,75.0%,Yes,0,2,0,0,"Pi,Se",4,0.0000,5,3,2,-1,-1,6,6,"Ar,C6Hn,Co,H2O,Ni,Pb,Pt,U","An,Am,Lu,MA,Nu,OM,Pi,Se,Sp,SM,Tx","Am,Lu,MA,Nu,OM,Pi,Tx","An,Se,Sp,SM",8,11,7,4,,,,,Cold Extr M,Rock Planet Weak,0
Rivera I-a,,RiveraIa,Rock,Moon,Rock Moon,Rivera,35,0.46,Temperate,None,None,None,"Al,Be,Cl,H2O,He-3,Nd,SiH3Cl",7,None,None,"Cratered,Polar-Ice","Craters,Ice",Unknown,75.0%,No,0,0,0,0,Al,4,0.0089,1,1,1,-5,-4,0,0,"Al,Be,Cl,H2O,He-3,Nd,SiH3Cl",,,,7,0,0,0,,,,,Temperate None,Rock Moon None,0
Rivera II,,RiveraII,Rock,Planet,Rock Planet,Rivera,35,1.06,Deep freeze,None,Very strong,None,"Ag,Cl,H2O,Hg,Ni,Pb",6,None,None,"Hills,Mountains,Ocean,SavannahBarren","Hills,Mountains,Ocean,Savanna",Unknown,58.3%,No,1,0,0,0,,4,0.5022,1,6,1,-5,-5,0,0,"Ag,Cl,H2O,Hg,Ni,Pb",,,,6,0,0,0,,,,,Deep freeze None,Rock Planet Very strong,0
Rivera II-a,,RiveraIIa,Barren,Moon,Barren Moon,Rivera,35,0.16,Deep freeze,None,None,None,"Al,Be,He-3,Nd",4,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Al,3,0.5022,1,1,1,-3,-3,0,0,"Al,Be,He-3,Nd",,,,4,0,0,0,,,,,Deep freeze None,Barren Moon None,0
Rivera II-b,,RiveraIIb,Barren,Moon,Barren Moon,Rivera,35,0.09,Deep freeze,None,None,None,"Al,He-3",2,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Al,3,0.5022,1,1,1,-3,-3,0,0,"Al,He-3",,,,2,0,0,0,,,,,Deep freeze None,Barren Moon None,0
Rivera II-c,,RiveraIIc,Barren,Moon,Barren Moon,Rivera,35,0.10,Deep freeze,None,None,None,"Al,Eu,He-3",3,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Al,3,0.5022,1,1,1,-3,-3,0,0,"Al,Eu,He-3",,,,3,0,0,0,,,,,Deep freeze None,Barren Moon None,0
Rivera III,,RiveraIII,Barren,Planet,Barren Planet,Rivera,35,0.65,Deep freeze,None,Average,None,"Fe,He-3",2,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Fe,3,0.5022,1,4,1,-4,-3,0,0,"Fe,He-3",,,,2,0,0,0,,,,,Deep freeze None,Barren Planet Average,0
Rivera IV,,RiveraIV,Barren,Planet,Barren Planet,Rivera,35,0.73,Deep freeze,None,Powerful,None,"Fe,He-3,HnCn",3,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Fe,3,0.5022,1,7,1,-4,-4,0,0,"Fe,He-3,HnCn",,,,3,0,0,0,,,,,Deep freeze None,Barren Planet Powerful,0
Rivera IV-a,,RiveraIVa,Barren,Moon,Barren Moon,Rivera,35,0.15,Deep freeze,None,None,None,"Al,He-3",2,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Al,3,0.5022,1,1,1,-3,-3,0,0,"Al,He-3",,,,2,0,0,0,,,,,Deep freeze None,Barren Moon None,0
Rivera V,,RiveraV,Ice giant,Planet,Ice giant Planet,Rivera,35,1.02,Deep freeze,H2,Average,None,,0,None,None,Ocean,Ocean,Unknown,58.3%,No,1,0,0,0,,2,0.5022,3,4,1,-1,-1,0,0,,,,,0,0,0,0,,,,,Deep freeze H2,Ice giant Planet Average,0
Rivera V-a,,RiveraVa,Ice,Moon,Ice Moon,Rivera,35,0.03,Deep freeze,None,None,Chemical,"H2O,Ni,Pt",3,None,None,Polar-Ice,Ice,Unknown,66.7%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0,0,"H2O,Ni,Pt",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Rutherford I,,RutherfordI,Barren,Planet,Barren Planet,Rutherford,45,0.96,Inferno,Std CO2,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,1.0000,4,1,1,-1,-2,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Inferno Std CO2,Barren Planet None,1
Rutherford I-a,,RutherfordIa,Barren,Moon,Barren Moon,Rutherford,45,0.25,Inferno,None,None,None,"Al,He-3",2,None,None,Cratered,Craters,CHECK,58.3%,No,1,0,0,0,Al,3,1.0000,1,1,1,-3,-3,0,0,"Al,He-3",,,,2,0,0,0,,,,,Inferno None,Barren Moon None,1
Rutherford I-b,,RutherfordIb,Barren,Moon,Barren Moon,Rutherford,45,0.10,Inferno,None,None,None,"Al,He-3",2,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,1.0000,1,1,1,-3,-3,0*,0*,"Al,He-3",,,,2,0,0,0,,,,,Inferno None,Barren Moon None,1
Rutherford II,,RutherfordII,Rock,Planet,Rock Planet,Rutherford,45,0.76,Inferno,Extr CO2,Very strong,None,"Cl,Ni,Pb,Pt",4,Unknown,Unknown,"Desert-Rocky,Hills","Desert,Hills",Unknown,50.0%,No,1,2,0,0,,4,1.0000,4,6,1,-3,-3,0*,0*,"Cl,Ni,Pb,Pt",,,,4,0,0,0,,,,,Inferno Extr CO2,Rock Planet Very strong,0
Rutherford II-a,,RutherfordIIa,Barren,Moon,Barren Moon,Rutherford,45,0.08,Scorched,None,None,None,"Al,He-3,Nd",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Al,3,0.3875,1,1,1,-3,-3,0*,0*,"Al,He-3,Nd",,,,3,0,0,0,,,,,Scorched None,Barren Moon None,1
Rutherford III,,RutherfordIII,Rock,Planet,Rock Planet,Rutherford,45,0.71,Temperate,Std O2,Very strong,Heavy metal,"Ar,Cl,Fi,H2O,Ha,Li,MA,Me,Nu,OM,Pb,Po,Se,SiH3Cl,SM,Sp,Tx",17,Unknown,Unknown,"Archipelago,Forest,Ocean,Polar-Ice,SavannahBarren","Forest,Ocean,Ice,Savanna",Unknown,91.7%,Yes,0,0,0,0,Se,4,0.0089,6,6,2,0,-1,0*,0*,"Ar,Cl,H2O,Li,Pb,SiH3Cl","Fi,Ha,Me,MA,Nu,OM,Po,Se,Sp,SM,Tx","Fi,Me,Nu,OM,Po,Se,SM","Ha,MA,Sp,Tx",6,11,7,4,,,,,Temperate Std O2,Rock Planet Very strong,0
Rutherford III-a,,RutherfordIIIa,Barren,Moon,Barren Moon,Rutherford,45,0.11,Temperate,None,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,66.7%,No,0,0,0,0,Al,3,0.0089,1,1,1,-3,-3,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Temperate None,Barren Moon None,0
Rutherford IV,,RutherfordIV,Gas giant,Planet,Gas giant Planet,Rutherford,45,4.49,Frozen,H2,Extreme,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,0,0,0,4,,2,0.2787,3,8,1,-2,-2,0*,0*,,,,,0,0,0,0,,,,,Frozen H2,Gas giant Planet Extreme,0
Rutherford IV-a,,RutherfordIVa,Ice,Moon,Ice Moon,Rutherford,45,0.34,Frozen,None,None,Chemical,"H2O,Ni",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,0,0,0,0,,3,0.2787,1,1,3,-1,-2,0*,0*,"H2O,Ni",,,,2,0,0,0,,,,,Frozen None,Ice Moon None,0
Rutherford IV-b,,RutherfordIVb,Ice,Moon,Ice Moon,Rutherford,45,0.10,Frozen,None,None,Safe,"H2O,Ni",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,0,0,0,0,,3,0.2787,1,1,6,2,0,2*,0*,"H2O,Ni",,,,2,0,0,0,,,,,Frozen None,Ice Moon None,0
Rutherford IV-c,,RutherfordIVc,Ice,Moon,Ice Moon,Rutherford,45,0.14,Frozen,None,None,Chemical,"Ar,H2O",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,0,0,0,0,,3,0.2787,1,1,3,-1,-2,0*,0*,"Ar,H2O",,,,2,0,0,0,,,,,Frozen None,Ice Moon None,0
Rutherford IV-d,,RutherfordIVd,Rock,Moon,Rock Moon,Rutherford,45,0.33,Frozen,Thin M,None,Heavy metal,"Al,Ar,C6Hn,H2O,He-3,Ir,U,V",8,Unknown,Unknown,"Cratered,Desert-Rocky,Mountains,Polar-Ice","Craters,Desert,Mountains,Ice",Unknown,58.3%,Yes,0,0,0,0,Al,4,0.2787,5,1,2,-1,-2,0*,0*,"Al,Ar,C6Hn,H2O,He-3,Ir,U,V",,,,8,0,0,0,,,,,Frozen Thin M,Rock Moon None,0
Rutherford IV-e,,RutherfordIVe,Ice,Moon,Ice Moon,Rutherford,45,0.04,Frozen,None,None,Safe,"Ar,H2O,Ne,R-COC",4,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,0,0,0,0,,3,0.2787,1,1,6,2,0,2*,0*,"Ar,H2O,Ne,R-COC",,,,4,0,0,0,,,,,Frozen None,Ice Moon None,0
Rutherford V,,RutherfordV,Ice giant,Planet,Ice giant Planet,Rutherford,45,0.76,Frozen,H2,Weak,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,0,0,0,0,,2,0.2787,3,3,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Frozen H2,Ice giant Planet Weak,0
Rutherford V-a,,RutherfordVa,Rock,Moon,Rock Moon,Rutherford,45,0.53,Deep freeze,Thin O2,None,Safe,"Cu,H2O,Pb,Ti",4,Unknown,Unknown,"Ocean,Polar-Ice,Tablelands,Wetlands","Ocean,Ice,Tablelands,Wetlands",Unknown,58.3%,Yes,1,0,0,0,,4,0.5022,6,1,6,4,1,4*,1*,"Cu,H2O,Pb,Ti",,,,4,0,0,0,,,,,Deep freeze Thin O2,Rock Moon None,0
Rutherford V-b,,RutherfordVb,Rock,Moon,Rock Moon,Rutherford,45,0.34,Frozen,Thin M,None,Chemical,"Cl,Fe,H2O,He-3,Hg,Pb,SiH3Cl,U",8,Unknown,Unknown,"Cratered,Desert-Sandy,Mountains,Polar-Ice","Craters,Desert,Mountains,Ice",Unknown,58.3%,Yes,0,0,0,0,Fe,4,0.2787,5,1,3,0,-1,0*,0*,"Cl,Fe,H2O,He-3,Hg,Pb,SiH3Cl,U",,,,8,0,0,0,,,,,Frozen Thin M,Rock Moon None,0
Rutherford VI,,RutherfordVI,Gas giant,Planet,Gas giant Planet,Rutherford,45,2.17,Deep freeze,H2,Extreme,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,4,,2,0.5022,3,8,1,-2,-2,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Extreme,0
